        x         y   Spec Type

25   .379   -11.726         m6v

13   .174   -16.365         g8v

4.    508    -1.083         k6v

17   .543    16.973         l5v

1.     93    -5.656         m4v

-1  5.596    -5.175         t9v

5.    823    24.985         m7v

1.    973     -0.51         t9v

-7   .445     1.609         m6v

-5   .864    15.507         m5v

-9   .162     0.309         t9v

2.    865     9.704         m6v

-1  4.631   -15.657         t9v

15   .329    10.003         m8v

23   .595    17.081         m6v

2.    993    -2.873         t0v

-1  5.868    -0.098         f8v

7.    422     9.388         m7v

-3   .591    -7.808         g2v

-1   1.71    -6.923         g8v

2.    632     8.658         m7v

-1  3.224    -8.134         m7v

-1   .544     -0.06         m6v

5.    256   -17.013         m7v

-3   .209    -9.481         t9v

0.    518      5.19         l1v

-1  0.493    -0.136         t9v

12   .676     7.894         m6v

-6   .157    -0.126         g8v

9.    174     6.052         g8v

6.    985      2.77         t9v

-2  8.535       3.1         m6v

-1  3.538     9.534         t1v

-2   .998    12.097         g2v

0.    891    10.753         m6v

-8   .333    -5.656         t6v

-8    .07    -8.329         l5v

-1  0.538     0.104         m7v

-1  5.887    10.443         t9v

4.    935    -2.019         m6v

-2   .747    14.147         k7v

0.    885     0.108         t9v

7.    021      3.82         m6v

14   .815   -13.701         k4v

-0   .865     2.007         m6v

-2   .868      2.57         l2v

-1  5.098     8.681         m8v

-3   .861    -8.418         l0v

12   .847    -3.977         l2v

4.    192    -1.881         g7v

0.    414    -8.916         m8v

-5   .007    17.764         t0v

9.    263     0.709         m0v

12   .379    -3.075         t6v

-2  2.145   -12.174         t9v

12   .721     4.836         m7v

14    .93    -9.668         m6v

-9   .228     10.32         m6v

9.    794   -15.851         t2v

8.    296    -10.04         m6v

-6    .52     0.669         m7v

-4   .198     9.099         m7v

8.    259    -4.905         t0v

2.    205    11.052         g7v

-1   6.75     8.929         m3v

15   .065     -2.53         l3v

9.    617    -6.161         k0v

-1   8.12     2.947         m7v

-1  2.402    -6.864         g6v

-1   .279    -2.735         m7v

8.     48    -2.134         m6v

6.    177    -2.594         a5v

-2   .272    18.132         t9v

3.    322    -6.996         m6v

1.    907    13.455         k6v

-2  1.768    -0.452         k7v

-0   .553    -4.784         m6v

-3   .375     -3.86         m6v

-1  4.575     0.883         b4v

-1  8.449     7.241         m6v

4.    231    -0.076         l7v

-3   .672     7.831         m7v

5.    141     1.423         m6v

5.    616     7.198         m7v

-1  0.119    -7.608         l7v

9.    477     6.466         k9v

-2   .589     -8.19         f0v

10   .823     6.526         l9v

0.    587     3.725         t9v

-1  9.757     3.446         m9v

8.    634    13.963         m6v

8.     61    12.935         m6v

16   .386     5.513         m7v

-1  2.442    -7.703         t9v

-8    .69    -0.727         m6v

13   .293     1.506         m6v

-1  0.002   -11.384         l0v

13   .369    -1.972         m6v

-7   .636    -7.918         t9v

-0   .317     3.046         g2v

-1   .173    -2.408         l2v

6.    139     1.545         k4v

6.    017     1.169         t9v

-4   .842     9.164         k5v

7.    025     2.723         k1v

-2   .326      9.45         t2v

6.    028    -2.948         m6v

-7   .263     9.764         m7v

13    .61    -25.37         t5v

-4   .761     3.879         k9v

-1   .207    -1.092         l0v

20   .507     3.703         m9v

-1  0.961    14.425         k3v

4.    857   -18.211         m7v

-0   .994     3.382         b0v

-4   .034   -12.674         l3v

9.     23    22.914         k2v

-1  3.972    14.166         m7v

-4   .616     3.832         m6v

-1   .148      4.85         a4v

-1  8.585    17.496         t7v

8.    226    25.521         m6v

-1  1.993     5.317         m7v

1.    044    -6.911         l3v

-3   .453   -16.794         m2v

-3    .84    10.129         m7v

0.    081     3.274         m6v

-7   .482    -3.337         f5v

1.    703     -1.08         m6v

-1  2.039    -10.87         t9v

-2  6.224   -15.761         m9v

0.    568      2.11         m6v

9.    042    10.938         t9v

-7   .438     8.745         t9v

-1   .817    13.028         m5v

9.    298     10.93         m2v

-0   .058     6.819         l6v

8.    923     7.578         t9v

-4   .831    10.389         m0v

17   .258    -3.625         t1v

-1    .07   -14.359         m6v

0.    591    17.256         m6v

-8    .97    -6.866         t9v

-1  7.171    15.886         m7v

12   .462     6.517         t9v

13   .311     6.518         t9v

-4   .343    13.759         l3v

36   .835    -4.298         m9v

-9   .126     6.454         m7v

-1  6.353    17.555         l1v

-5   .981    -9.118         m6v

8.    646     1.767         t2v

9.     68     0.401         m8v

1.    666     3.034         f8v

-9   .613     2.226         m6v

-1  2.668     2.641         t9v

15   .636     2.975         m6v

-3    .58    -5.279         t9v

8.    355    -2.155         t9v

-4   .329    -7.597         m6v

-1  6.125    -6.584         m2v

-1  1.765    16.631         m7v

-2  0.242    -26.39         l3v

12   .499   -11.176         f3v

13    .22   -10.475         m6v

10   .559   -15.069         m7v

-1  7.914     -10.2         f2v

4.    257     9.059         m8v

5.     21    -1.148         t9v

2.    366     2.015         m5v

-3   .019    -0.269         k7v

3.    532     6.011         t0v

-3   .116    10.335         m6v

0.    787     -6.06         k9v

4.    429      12.7         l8v

-1   .138   -19.365         m3v

-2   .422   -13.392         t6v

8.    025   -10.784         m6v

-9   .905     1.238         m2v

-9   .884    -7.941         l8v

-1  1.551    10.993         l2v

7.    758   -22.524         m7v

2.    758    15.689         t9v

-1  0.228     1.473         m6v

-1  4.489    -7.269         m7v

-6    .07    24.119         l5v

11   .292     1.681         m6v

1.    958     3.317         a9v

14   .542    -4.042         m6v

8.     33    -5.927         t8v

-4   .533     7.116         m0v

-1  5.853   -14.273         g8v

-6   .736     -8.24         m6v

6.    455      16.0         m3v

15   .149     3.293         m7v

5.    057     20.86         k5v

8.    323    -7.696         t9v

-3   .377    -2.656         m7v

-4   .357     0.429         m6v

-1  6.212     10.61         k4v

4.    975     4.672         t1v

1.    886    20.314         m0v

-7   .441   -12.966         m6v

-7   .176    23.588         m8v

-6   .709     2.918         k8v

1.    702   -17.594         l0v

13   .764     3.788         m7v

5.    661    -4.775         l5v

-1  9.458    18.196         t9v

2.    722    16.193         f9v

2.    995     -4.01         m5v

3.    601     7.885         m6v

-3   .308      0.59         m6v

16   .422    -0.607         t0v

17   .014    -5.079         f9v

16   .868      1.07         m6v

-2   .793    -4.842         m6v

-2   .234    -3.873         m1v

-4   .243     1.689         m6v

14   .546     0.061         m8v

6.    867     0.881         m8v

-6   .737    -2.405         m8v

2.    944    -5.516         m6v

-1  3.614     -1.83         t9v

-1  0.239    13.145         m6v

7.    904     0.499         m8v

17   .079     4.491         m9v

1.    081     12.42         l1v

0.    283    -2.973         t9v

-1  1.738    31.581         m7v

5.    654     6.323         g5v

12   .884    -10.22         t4v

-1  0.743    10.743         a0v

20   .935    -3.624         t8v

-3   .636    14.073         t7v

-1  9.542    13.889         m3v

9.    084     13.18         t1v

-6   .395    -5.716         t9v

-1   .224   -11.924         m6v

6.    539    10.727         g4v

-1  1.934    -7.223         m6v

-7   .215   -13.071         m6v

-5   .377    16.937         m1v

-1  6.315    21.362         m7v

-1  6.422    -0.059         m6v

14   .975    -8.615         m7v

-0   .248   -14.553         l5v

4.    629     2.701         m4v

4.    909    -4.453         m6v

8.    009   -16.628         m7v

2.    161   -18.263         t9v

-1  0.465     6.882         m7v

-1  6.837     0.424         a7v

-3   .584     0.185         m1v

4.    416    -4.456         t9v

9.      3    -3.905         m9v

-1   .764     5.342         t9v

3.    837    -3.147         g9v

-1  9.526    -3.256         l0v

1.    533    -2.472         m6v

-6   .788    -1.139         m6v

1.    591    -2.016         k8v

4.    047      3.49         k0v

-1   .921   -16.218         m7v

-1   7.04   -19.306         m6v

-1  4.113   -11.543         l3v

3.    964   -17.202         t9v

4.    546    12.765         m6v

1.      6     0.449         m6v

-8   .942    15.097         k3v

-0   .683   -18.477         m7v

-0   .795     3.462         m5v

-1  9.179     0.645         m6v

1.    448   -10.455         t1v

0.    442    -1.809         m0v

-1  2.526     8.144         m6v

-7   .493     5.061         m6v

-9   .013   -13.333         t4v

1.    252      6.03         t3v

-1  5.982    -1.435         g1v

-7    .53   -11.388         t9v

-1   9.36    11.661         t9v

1.    414     0.601         t9v

-2   .838     6.393         m7v

14    .67    -2.113         k9v

-1  4.648   -11.661         t9v

-6    .02     1.585         t9v

2.    673     2.513         l2v

8.    348     2.584         l3v

1.    058     5.118         t9v

4.    478    13.212         m7v

6.    083    -6.114         l0v

-1  3.392      -6.5         m2v

-3    .34   -14.738         m8v

5.    873     5.463         m6v

-3   .439    -3.661         m9v

2.    685     6.179         l2v

-1   .315     0.492         m9v

-2   .211     2.643         m7v

-3   .899      8.01         f7v

5.    203     8.819         a5v

-6   .409    -1.095         m7v

6.    622   -18.222         m6v

-4   .005    -7.906         m0v

1.    249   -14.264         m7v

-9   .761    -0.193         m6v

-1   .617     8.144         m7v

-1  1.453    -6.508         m7v

-3   .211     2.556         k9v

-4   .219     24.28         m7v

-1  6.483     0.376         m0v

10    .81    10.294         t9v

13   .119    -6.206         a4v

7.    135   -23.692         m9v

5.    233    10.734         l6v

-1  4.639     5.658         m7v

-1  2.886     7.127         m6v

-8   .104    -7.188         m6v

5.    655    21.179         m7v

-3   .731      4.74         t9v

0.     72    15.679         t9v

-1  6.947     8.321         a9v

-1  0.598    -3.718         l0v

-1  2.457     10.13         m7v

-1  4.169    -1.994         m7v

-5   .877    -2.555         m6v

-1  3.935     -4.62         m4v

-6   .411    -0.061         m6v

5.    379   -12.886         t9v

-8   .134    14.064         m6v

1.    027     2.005         m2v

-9   .223     6.916         t9v

19    .67     3.172         m6v

7.    064     1.603         t9v

6.    299     3.087         m6v

1.    888   -10.973         l3v

-5   .711    24.634         m7v

17   .409    12.041         m2v

11   .891    -0.308         m6v

11   .497     6.631         m7v

-1  4.592    -4.938         k0v

12   .012    12.041         m6v

-1  1.099    -3.721         l1v

-1  3.588     16.53         m6v

-0   .586    -9.246         k5v

-9   .696    -7.856         m0v

-2   .142    -7.709         l6v

-9   .735   -11.339         t9v

0.    412   -22.687         m6v

1.    239    -3.816         t9v

2.    805     1.387         t1v

3.    914    -3.047         m1v

13   .866     8.614         k0v

-1  6.672    -8.069         t9v

1.    018    13.156         m6v

5.    937   -15.218         m0v

4.    646   -13.922         m7v

-7   .975    10.551         m6v

-1   6.25    12.242         t6v

5.    059     6.229         t9v

-1    .73    19.846         k2v

14   .223   -19.267         m6v

-1   .905     4.678         a3v

5.    311    12.734         m7v

-4   .138   -16.623         m6v

18   .472     9.581         m6v

-4   .021     0.523         t9v

-4    .87     5.048         m7v

-2   .844     1.792         l0v

-6   .249      0.19         t9v

5.    154     1.872         m6v

3.    753     4.146         l8v

12   .308    12.245         m6v

-6   .312    13.898         b5v

4.    539    16.601         g8v

-9   .233    15.281         t9v

-1   .154    -5.848         m6v

-3   .925     3.149         m8v

-2   .369     2.852         l4v

4.    929   -14.998         t1v

-1   .935   -12.695         t6v

10   .284    -7.876         m6v

12   .975      3.18         g7v

-3   .622     -0.21         m5v

-3   .353    13.178         l1v

-3   .761    -1.696         m7v

-1  8.744     1.773         m8v

-1  9.603    -5.634         t9v

1.    235    -6.091         m6v

-1  3.871    -5.824         m7v

-1  0.664     14.76         m6v

0.    593   -12.176         t9v

-1  2.217     7.379         m6v

-3   .967     1.745         m6v

6.    591    -6.578         m2v

14   .116    15.429         m3v

18   .208    -6.757         m6v

3.    472    -0.881         a9v

0.    875    -7.713         m6v

-1   .657     8.088         m7v

-8   .587     -0.86         t9v

-1  5.623    -9.603         a5v

13   .409   -12.808         m6v

-3   .436     1.237         m6v

1.    502     10.52         m6v

-7   .464   -19.207         m6v

-3   .694   -11.227         t9v

10   .206    13.361         t9v

1.    408     0.531         m7v

3.    061    -7.978         t9v

-1   .006    18.903         o9v

-2   .148    -7.481         m6v

24   .534    -4.019         g1v

-7   .564   -12.815         m8v

-1  1.738    -2.666         t9v

-1  1.498    -8.374         m4v

-2  1.903     1.937         l8v

-0   .191    -0.771         m7v

-1    1.4     5.899         m2v

-1  5.474     0.709         k9v

-4   .132    -4.512         k9v

-9   .947    -9.136         m2v

-5   .447    -0.821         t9v

0.     11    -1.666         t2v

13   .397      0.89         m7v

-1  1.984    -9.297         m6v

-1   .096    -4.896         m6v

-2   .786    15.143         m6v

-1  2.187     7.321         m6v

-5   .684     6.145         t9v

-4   .198    -4.902         l1v

9.     59   -22.394         m9v

9.    318   -17.339         k2v

5.    737    -1.461         m6v

-4     .4    -7.542         k0v

5.    121    20.352         m6v

11   .714   -19.867         t9v

-6   .576     7.686         t9v

-2  5.468     5.236         m3v

12   .696   -15.038         k0v

8.    564     3.076         m6v

15   .868   -10.481         m4v

-1   .292   -12.233         m2v

-2   .068   -18.765         l2v

-4   .214   -12.424         l6v

3.    738    10.214         m6v

-1  2.463    -7.734         m0v

8.    602    -1.784         l1v

-8   .392    -7.338         m6v

9.    002     8.867         t9v

-0   .187   -10.173         m7v

-1  2.362    13.677         t2v

14   .792     9.629         m4v

4.    093     -2.24         m2v

13   .897    11.156         t9v

10   .866   -15.419         m6v

7.    976   -18.654         m6v

-5   .327   -10.367         m6v

1.    651    -8.531         m1v

2.    883     3.003         m6v

-1  7.851   -14.654         t9v

7.    246    -5.054         m3v

-3   .091     3.934         l7v

9.    457     -1.28         m6v

-1   6.13    -6.017         m0v

0.    825     9.322         m7v

0.    197    -7.192         a8v

0.    522   -16.561         l8v

1.    881   -12.171         m6v

10   .552     8.755         m4v

-0   .346     0.057         m6v

4.    818     8.363         m6v

-1  0.391    -3.734         b3v

-9   .638     1.507         t9v

-4   .003     9.551         m6v

26   .975    18.625         k4v

-5   .996    17.465         t9v

2.     08    -21.16         m7v

11   .728     6.466         m7v

1.    395     9.251         t5v

1.    797    16.192         m7v

-1  7.234    -3.516         m6v

-2   .201    -0.754         f1v

-1  0.281   -13.481         k8v

12   .191      1.16         m7v

-1   .254    12.984         t9v

13   .356    -3.327         a9v

-2   .711    -3.373         m6v

6.    253     11.22         l6v

-4   .143     7.601         m2v

-1  7.572    -4.191         t9v

-5   .262    -10.48         m7v

-1   .011   -13.877         b7v

-5    .82    -7.716         t9v

-1   1.09    -0.009         m6v

-7   .624    -5.961         m6v

1.    759    14.901         k2v

9.    327    17.404         g7v

2.    453    -2.597         k7v

-3   .977    -8.526         t4v

-1  6.048    -3.054         t9v

11   .769     -9.15         k8v

-0   .454   -10.516         t3v

-4   .281     2.027         f7v

-1  0.369    14.703         m6v

-1  9.705     1.042         m7v

-6   .861   -25.191         m6v

10   .238    -0.625         f3v

8.    953     8.227         m0v

-6   .865     9.923         m6v

-4   .633    13.843         g6v

26    .28   -17.872         l4v

17   .801   -10.318         m6v

5.    339     1.461         m6v

-9   .143    -8.525         l5v

4.     66     9.158         m7v

-2  0.167   -15.998         t4v

-1   .632     0.774         m6v

-1   .653   -18.117         t9v

-5    .51    -3.867         t7v

17   .547   -24.101         m6v

2.    044     2.246         l6v

21   .127     5.193         k5v

-8   .513     2.699         m7v

-8   .965     0.404         m1v

-1  0.066    12.068         m6v

-1  6.323     9.002         t9v

9.    705    10.008         m6v

22   .786     4.219         t9v

1.    617     1.494         a5v

8.    178    26.764         t9v

-0   .502   -27.425         m7v

-5   .181     0.386         m6v

7.    705    15.511         m6v

-1   .923    -7.839         m7v

12   .864    -5.435         m4v

-8   .071    -1.717         m7v

8.    342   -11.298         m6v

18    .07     7.151         m5v

-6   .819    19.097         m6v

7.     08     2.532         k4v

1.    985     6.374         t7v

2.    117    -3.857         t9v

8.    362     17.86         t9v

4.     47      3.12         m7v

5.    974    -1.712         m5v

-5   .872     -9.32         m6v

11   .478    -0.742         t9v

-4   .996   -13.461         t1v

-4    .68   -13.763         t9v

-8   .676   -12.607         m6v

12   .444     4.873         m6v

-3   .744    -0.224         k7v

-7   .507     9.848         m6v

-1  0.508    -0.543         l8v

-6   .051     3.342         m6v

-1  4.135     2.777         m6v

-2  2.299       3.3         m5v

-7   .346    10.606         m8v

4.    292    -3.784         t9v

2.     08     10.36         k7v

10   .781     2.962         m6v

-5   .014   -10.317         m6v

4.    599   -13.193         l0v

3.    743     2.587         m6v

-6   .362   -11.573         k8v

-1  4.757    13.919         t9v

-1  5.202    10.351         t9v

0.     28     4.333         m6v

6.    579     9.147         m6v

-4   .169     6.366         k9v

2.    915     2.875         l0v

15   .136     -7.63         m7v

11   .919    -0.268         m6v

-5   .297    10.729         m6v

14   .467    17.046         g9v

8.    924     7.361         t9v

-6   .298    16.828         m7v

-1  0.381     5.365         m5v

-0   .137     6.686         m2v

5.    323    -2.673         k8v

-9   .012     9.572         m6v

1.    554    -14.45         m6v

4.    719    -3.408         m7v

1.    581     1.723         m7v

3.    899    -2.715         m6v

-6   .308    -4.728         t9v

12    .82     2.294         t9v

17   .113    -1.335         t9v

-9   .522    -0.449         m7v

12   .589     7.272         m7v

16   .561     2.188         g7v

6.    949   -14.773         t9v

-6   .388    12.547         g9v

6.    842    19.746         g5v

6.    442    15.433         t9v

4.    423    18.986         m7v

-1  3.099     3.549         t9v

-1   0.83     6.616         m6v

-1  6.392   -22.225         t9v

-1  2.702    13.805         m7v

8.    643     6.806         t9v

4.    556    -4.738         a8v

8.    066     4.089         m7v

-1  5.686     1.825         m6v

-1  2.062   -21.437         m5v

-7   .254     2.968         m6v

15   .887    10.571         t9v

-1  1.416     2.297         l4v

-1  2.312    -7.066         g9v

-1  2.797   -13.057         l9v

-1   .315     8.228         f6v

5.     68    -1.152         m6v

7.     45     1.472         l0v

-1  8.023    -12.51         m3v

-5   .191    10.069         k7v

4.    256     0.986         t9v

-1  3.013    -0.475         t9v

-7    .85   -12.338         t9v

8.    898    -11.14         t9v

-3   .056     0.337         m6v

1.    266     2.245         m5v

7.    524   -10.464         m7v

7.    074   -12.827         m5v

25   .998    17.664         m8v

-1  0.076    15.979         t9v

11   .246     3.705         l7v

-1  3.582   -13.612         t5v

-1  3.567     4.367         l5v

-1  0.362     3.824         m6v

0.    766    -1.477         a3v

-1   .083     1.538         k6v

15   .666   -14.201         m6v

7.    691     2.099         l2v

-1  9.776     -8.78         m6v

-2   .238     5.557         m7v

-3   .493     9.769         m7v

3.    241     5.787         t9v

1.    873   -10.789         m6v

-2   .295    -8.954         t9v

-8   .926     8.501         m6v

2.    304    -2.177         m5v

8.    368     3.209         m7v

20   .875     0.289         m7v

-1  5.525     6.309         m6v

7.    784   -12.781         k8v

2.    755    -5.144         m6v

-1   .655   -26.784         m0v

-0   .058     1.678         t9v

3.    043   -13.251         m6v

-1  8.097    -9.001         t9v

2.    392     2.557         f8v

-3   .483   -16.617         k9v

8.    326     7.621         m6v

0.    211    -1.126         m7v

-1   .243     2.888         l1v

9.    898    -2.581         m2v

-4   .426   -11.122         m9v

3.    831   -10.095         m6v

-1  0.989    -3.841         k8v

7.    051    -3.157         m6v

8.     64    -4.626         m7v

1.    251     0.053         l0v

0.    681     8.178         m7v

-6   .462    10.221         m7v

10   .871    16.894         m6v

-0   .575     0.217         t9v

0.    984    -3.163         m6v

-8   .012    -7.014         t0v

8.    915     7.941         l4v

4.    286    -0.783         m5v

1.    622    -1.472         l1v

10   .673     0.642         k7v

-4   .231   -19.965         f8v

-0   .884    20.095         m6v

-9   .427    -7.532         m7v

-1  3.387    20.878         m4v

7.    657    -4.294         t9v

-2   .723      4.57         m7v

3.    501     4.731         m6v

-3   .162    -5.225         l8v

5.    526    -4.399         t9v

4.    076    11.365         t9v

1.    255    10.396         k9v

-3   .114     3.209         m7v

-1  0.039    15.974         t9v

3.     26    -2.795         l7v

6.    267   -14.145         l2v

-5   .643     -4.96         t9v

9.    553     2.891         m9v

5.     08   -21.163         m6v

-7   .727     2.705         m6v

5.    989     -9.06         m7v

6.    742     0.365         t9v

-1  4.016    12.233         b7v

-2   1.15    -4.357         m7v

9.    456   -12.845         m6v

0.    945    -1.143         m6v

1.    926     -9.45         t9v

-0    .16      3.54         m6v

0.    697    -6.997         k8v

33   .988    -2.747         m6v

-1  8.315    11.405         m6v

8.    869    -1.669         m6v

12   .053     8.521         m7v

-6   .833    -3.813         m8v

12   .335     9.173         l7v

3.    972     7.388         t1v

-1  2.313    -6.291         m6v

-1  1.631    -4.256         l6v

5.     51    -3.501         m7v

4.    069   -12.945         m5v

-6   .204     6.566         k8v

0.    584    13.769         m9v

-1  2.895     3.777         m6v

3.    868    15.602         f3v

-1  3.985   -14.346         t9v

8.    255     -5.89         m9v

9.    309     2.611         l1v

1.    628     0.661         m6v

7.    491     3.355         m6v

3.    092    15.953         t9v

-3   .772     5.765         t9v

2.    309    11.992         m9v

0.    273    -8.268         t9v

-7   .875     4.399         m7v

3.    622   -17.412         t9v

1.    134   -14.867         t0v

12   .044     0.284         m7v

0.    739     0.379         m6v

2.    063   -10.912         m6v

-1  1.471      7.02         m6v

-0   .504     0.933         g8v

22   .929    -2.031         t9v

-1  0.581     27.49         t9v

-1  6.236      1.61         t9v

3.    003    -3.911         m6v

-2  3.105    11.828         t9v

17    .24    10.291         m8v

-6   .598    -4.251         k9v

1.    696    -7.659         m6v

-2   .105     1.557         l5v

-3   .202    -2.474         f0v

16   .229   -10.319         t9v

8.    172     9.799         k2v

-3   .861    10.941         k3v

-9     .1    -2.956         k6v

-9   .128    24.239         f5v

-4   .687    -7.452         t9v

0.    265    -0.415         m6v

14   .554     6.469         m8v

-2  8.266      2.14         t9v

-2  9.237    13.758         f6v

9.    828     -8.16         t1v

3.    325     11.65         m6v

-0   .223    11.069         m6v

7.    208     7.162         t9v

5.    158    -8.829         l3v

-8   .312   -11.274         m4v

1.    376     1.819         m7v

-0   .839    22.361         m8v

3.    535    -0.399         m7v

0.    811    -6.983         t9v

2.    155    -3.334         f1v

-3   .408    -2.191         l0v

-0    .31      -5.3         m6v

-3   .489     7.351         l0v

12   .782    11.322         m6v

-7   .814     5.961         m6v

-1  2.275   -14.894         t9v

4.    766     1.391         m7v

8.    569    -4.738         m6v

-0   .869    -1.114         m6v

25    .48   -12.689         a6v

-1  4.426     3.812         l2v

21   .181      7.86         t9v

20   .764    -4.591         m7v

5.    177    -3.317         m7v

7.    494     8.191         m5v

2.    305    -6.647         m6v

-1   .622     13.83         m6v

-5   .409    -2.896         m4v

15   .657     7.289         m7v

-0   .339     6.214         m6v

-1  0.071     3.428         t9v

-5   .977   -14.676         t9v

-7   .275    10.837         k3v

6.    652    12.294         t9v

2.    494    -9.002         t9v

-9   .413   -12.613         t9v

-1  8.566     9.024         m6v

-0   .996    11.422         m5v

14   .728   -13.059         t9v

21   .264     7.079         l2v

1.    848     9.661         m6v

4.    799    22.885         g4v

-1   .809   -13.877         t9v

4.     96    13.418         l1v

3.    379    -3.812         m7v

-0   .764    -8.642         m0v

-1   .203    19.728         m6v

-1   5.19     4.507         m6v

0.    744     3.805         t9v

-1  4.341     2.489         m6v

23   .943    -1.289         m6v

14   .895     3.227         k6v

-6   .197     2.682         t1v

2.    049     1.238         m6v

-1   .523    -4.502         k8v

14   .775    -6.099         m7v

-2  0.522    16.845         m0v

21   .641     8.936         t9v

-0   .913     8.572         m6v

1.    058    -3.201         b1v

9.    536     0.836         m6v

-1  5.183    -0.777         m7v

17   .159     1.068         m6v

-2   .746    -6.958         m6v

13   .176   -10.933         a8v

12   .613     0.942         m6v

1.    765    16.384         g0v

-9   .539     6.659         t0v

-1   2.05     5.984         l1v

15   .972     6.718         t9v

5.     99     4.934         m6v

8.    281    -9.557         m7v

-6   .553    -7.512         m6v

-0   .948     2.242         t9v

-6   .636    10.399         m3v

-4    .16     0.644         m7v

3.    056     7.833         m0v

-1   .038     5.168         k6v

14   .441    11.988         t9v

-1  4.133     11.09         l4v

3.    691   -12.811         t7v

-6   .829    25.035         m6v

-9   .152     0.948         m6v

7.     95    -2.805         l2v

7.    927    -5.712         m6v

-4   .693   -14.455         t2v

11   .198    -6.793         m6v

-2  0.999     -6.48         b2v

-1   .409      -5.5         m6v

-6   .922     6.805         t3v

-9   .072    13.053         l6v

-7    .52    -6.494         g1v

7.    684    11.787         m6v

-0   .634    -2.762         m0v

-5   .619     7.221         m4v

-1  0.102    -4.491         m6v

0.    002   -18.588         m6v

12   .492     7.043         m7v

22    .24    -1.637         m7v

12   .064    12.351         m7v

0.    001    -1.202         m4v

9.    212    -4.542         t9v

-7   .713     -5.67         g8v

-1   .503    -4.661         m6v

-1  1.949    -8.995         t9v

10   .032     3.576         m6v

-2   .162    -3.446         k6v

12    .42    -9.726         m6v

5.    931     5.904         b4v

-7    .02   -11.963         m2v

6.    799    -4.158         t9v

5.    647    -4.945         t9v

-1   .284    13.822         l6v

0.    425    17.725         m6v

0.    296     3.288         m2v

1.     83    -1.178         m5v

-2   .444    -3.993         m2v

8.    936    13.149         m6v

15   .594   -12.046         m8v

-0   .478    -0.997         a4v

-9   .151    -4.386         t9v

-3   .742     1.533         m7v

3.    249     1.681         k4v

-4   .571    18.908         t9v

9.    028   -16.932         m6v

3.     02     9.226         m6v

-1  9.563    -4.782         t9v

1.    043     -2.09         m6v

7.     63    16.088         m2v

5.    826     6.854         k0v

7.    034     4.633         m8v

-1  0.721     1.692         l0v

-9   .696    -1.556         m7v

0.    077     6.674         k8v

-7   .945    -6.502         t7v

-0   .778   -10.769         m6v

12   .296     2.651         l9v

-5   .046   -12.419         m7v

-4   .605    13.092         a2v

7.    063   -10.619         t9v

5.    753    18.556         m6v

9.    465    16.373         m1v

-0   .544     6.571         l3v

15   .769     6.817         t9v

-1  5.063     -5.44         t9v

-1   .695     6.929         t9v

-2   .973     12.23         k6v

2.     96    -0.192         f6v

21   .723     6.461         m6v

3.    575     1.303         m2v

-6   .342    16.463         b8v

-2   .128     2.502         t9v

19   .069    -0.317         k0v

-9   .263    -7.386         m7v

22   .063    11.271         k9v

-6    .08    -6.107         t3v

-1  5.272     8.461         m8v

4.    373     3.558         m6v

6.    965     -9.19         m7v

1.    823     4.048         m6v

-5   .136    -8.002         m6v

-7   .132     4.205         m7v

-1     .7    11.551         m1v

2.    127    -5.097         m3v

8.     18    -1.304         m7v

4.    299    -2.253         m7v

10   .296   -18.346         m8v

3.    636    -0.683         m6v

6.    026    -2.578         m6v

